Year,Value,GeoCode,UNIT_MEASURE,SERIES
2023,22.8,,PT,FM_LBL_BMNY_ZG
2024,20.6,,PT,FM_LBL_BMNY_ZG
2011,5.7,,PT,FP_CPI_TOTL_ZG
2012,6.3,,PT,FP_CPI_TOTL_ZG
2013,4.2,,PT,FP_CPI_TOTL_ZG
2014,1.8,,PT,FP_CPI_TOTL_ZG
2015,2.5,,PT,FP_CPI_TOTL_ZG
2016,5.7,,PT,FP_CPI_TOTL_ZG
2017,4.8,,PT,FP_CPI_TOTL_ZG
2018,1.4,,PT,FP_CPI_TOTL_ZG
2019,2.4,,PT,FP_CPI_TOTL_ZG
2020,7.7,,PT,FP_CPI_TOTL_ZG
2021,0.8,,PT,FP_CPI_TOTL_ZG
2022,13.9,,PT,FP_CPI_TOTL_ZG
2023,14.0,,PT,FP_CPI_TOTL_ZG
2024,4.8,,PT,FP_CPI_TOTL_ZG
2011,-8.7,,PT,GC_BAL_CASH_GD_ZS
2012,-7.9,,PT,GC_BAL_CASH_GD_ZS
2013,-8.8,,PT,GC_BAL_CASH_GD_ZS
2014,-3.9,,PT,GC_BAL_CASH_GD_ZS
2015,-3.5,,PT,GC_BAL_CASH_GD_ZS
2016,-3.4,,PT,GC_BAL_CASH_GD_ZS
2017,-4.3,,PT,GC_BAL_CASH_GD_ZS
2018,-3.7,,PT,GC_BAL_CASH_GD_ZS
2019,-5.9,,PT,GC_BAL_CASH_GD_ZS
2020,-7.8,,PT,GC_BAL_CASH_GD_ZS
2021,-7.5,,PT,GC_BAL_CASH_GD_ZS
2022,-8.0,,PT,GC_BAL_CASH_GD_ZS
2023,-6.4,,PT,GC_BAL_CASH_GD_ZS
2024,-6.3,,PT,GC_BAL_CASH_GD_ZS
2011,4.7,,PT,GC_TAX_TOTL_GD_ZS
2012,5.2,,PT,GC_TAX_TOTL_GD_ZS
2013,5.7,,PT,GC_TAX_TOTL_GD_ZS
2014,13.6,,PT,GC_TAX_TOTL_GD_ZS
2015,14.2,,PT,GC_TAX_TOTL_GD_ZS
2016,15.3,,PT,GC_TAX_TOTL_GD_ZS
2017,14.5,,PT,GC_TAX_TOTL_GD_ZS
2018,15.0,,PT,GC_TAX_TOTL_GD_ZS
2019,16.1,,PT,GC_TAX_TOTL_GD_ZS
2020,15.7,,PT,GC_TAX_TOTL_GD_ZS
2021,15.8,,PT,GC_TAX_TOTL_GD_ZS
2022,15.7,,PT,GC_TAX_TOTL_GD_ZS
2023,15.0,,PT,GC_TAX_TOTL_GD_ZS
2024,14.6,,PT,GC_TAX_TOTL_GD_ZS
2000,4.0,,PT,NE_CON_GOVT_KD_ZG
2001,9.0,,PT,NE_CON_GOVT_KD_ZG
2002,14.0,,PT,NE_CON_GOVT_KD_ZG
2003,12.0,,PT,NE_CON_GOVT_KD_ZG
2004,10.0,,PT,NE_CON_GOVT_KD_ZG
2005,10.0,,PT,NE_CON_GOVT_KD_ZG
2006,9.0,,PT,NE_CON_GOVT_KD_ZG
2007,1.0,,PT,NE_CON_GOVT_KD_ZG
2008,2.0,,PT,NE_CON_GOVT_KD_ZG
2009,12.0,,PT,NE_CON_GOVT_KD_ZG
2010,10.0,,PT,NE_CON_GOVT_KD_ZG
2011,4.0,,PT,NE_CON_GOVT_KD_ZG
2012,16.0,,PT,NE_CON_GOVT_KD_ZG
2013,0.0,,PT,NE_CON_GOVT_KD_ZG
2014,21.0,,PT,NE_CON_GOVT_KD_ZG
2015,5.0,,PT,NE_CON_GOVT_KD_ZG
2016,9.0,,PT,NE_CON_GOVT_KD_ZG
2017,7.0,,PT,NE_CON_GOVT_KD_ZG
2018,5.0,,PT,NE_CON_GOVT_KD_ZG
2019,18.0,,PT,NE_CON_GOVT_KD_ZG
2020,2.0,,PT,NE_CON_GOVT_KD_ZG
2021,14.0,,PT,NE_CON_GOVT_KD_ZG
2022,10.0,,PT,NE_CON_GOVT_KD_ZG
2023,1.0,,PT,NE_CON_GOVT_KD_ZG
2024,14.0,,PT,NE_CON_GOVT_KD_ZG
2000,15.0,,PT,NE_CON_PRVT_KD_ZG
2001,0.0,,PT,NE_CON_PRVT_KD_ZG
2002,13.0,,PT,NE_CON_PRVT_KD_ZG
2003,-8.0,,PT,NE_CON_PRVT_KD_ZG
2004,7.0,,PT,NE_CON_PRVT_KD_ZG
2005,9.0,,PT,NE_CON_PRVT_KD_ZG
2006,14.0,,PT,NE_CON_PRVT_KD_ZG
2007,0.0,,PT,NE_CON_PRVT_KD_ZG
2008,7.0,,PT,NE_CON_PRVT_KD_ZG
2009,13.0,,PT,NE_CON_PRVT_KD_ZG
2010,4.0,,PT,NE_CON_PRVT_KD_ZG
2011,9.0,,PT,NE_CON_PRVT_KD_ZG
2012,9.0,,PT,NE_CON_PRVT_KD_ZG
2013,9.0,,PT,NE_CON_PRVT_KD_ZG
2014,8.0,,PT,NE_CON_PRVT_KD_ZG
2015,16.0,,PT,NE_CON_PRVT_KD_ZG
2016,4.0,,PT,NE_CON_PRVT_KD_ZG
2017,-5.0,,PT,NE_CON_PRVT_KD_ZG
2018,8.0,,PT,NE_CON_PRVT_KD_ZG
2019,2.0,,PT,NE_CON_PRVT_KD_ZG
2020,4.0,,PT,NE_CON_PRVT_KD_ZG
2021,-6.0,,PT,NE_CON_PRVT_KD_ZG
2022,-2.0,,PT,NE_CON_PRVT_KD_ZG
2023,11.0,,PT,NE_CON_PRVT_KD_ZG
2024,3.0,,PT,NE_CON_PRVT_KD_ZG
2000,17.0,,PT,NE_GDI_TOTL_KD_ZG
2001,0.0,,PT,NE_GDI_TOTL_KD_ZG
2002,8.0,,PT,NE_GDI_TOTL_KD_ZG
2003,10.0,,PT,NE_GDI_TOTL_KD_ZG
2004,12.0,,PT,NE_GDI_TOTL_KD_ZG
2005,16.0,,PT,NE_GDI_TOTL_KD_ZG
2006,24.0,,PT,NE_GDI_TOTL_KD_ZG
2007,28.0,,PT,NE_GDI_TOTL_KD_ZG
2008,33.0,,PT,NE_GDI_TOTL_KD_ZG
2009,3.0,,PT,NE_GDI_TOTL_KD_ZG
2010,7.0,,PT,NE_GDI_TOTL_KD_ZG
2011,9.0,,PT,NE_GDI_TOTL_KD_ZG
2012,22.0,,PT,NE_GDI_TOTL_KD_ZG
2013,7.0,,PT,NE_GDI_TOTL_KD_ZG
2014,5.0,,PT,NE_GDI_TOTL_KD_ZG
2015,19.0,,PT,NE_GDI_TOTL_KD_ZG
2016,9.0,,PT,NE_GDI_TOTL_KD_ZG
2017,-10.0,,PT,NE_GDI_TOTL_KD_ZG
2018,6.0,,PT,NE_GDI_TOTL_KD_ZG
2019,32.0,,PT,NE_GDI_TOTL_KD_ZG
2020,-5.0,,PT,NE_GDI_TOTL_KD_ZG
2021,16.0,,PT,NE_GDI_TOTL_KD_ZG
2022,23.0,,PT,NE_GDI_TOTL_KD_ZG
2023,15.0,,PT,NE_GDI_TOTL_KD_ZG
2024,7.0,,PT,NE_GDI_TOTL_KD_ZG
2000,0.0,,PT,NE_EXP_GNFS_KD_ZG
2001,40.0,,PT,NE_EXP_GNFS_KD_ZG
2002,5.0,,PT,NE_EXP_GNFS_KD_ZG
2003,20.0,,PT,NE_EXP_GNFS_KD_ZG
2004,32.0,,PT,NE_EXP_GNFS_KD_ZG
2005,11.0,,PT,NE_EXP_GNFS_KD_ZG
2006,2.0,,PT,NE_EXP_GNFS_KD_ZG
2007,44.0,,PT,NE_EXP_GNFS_KD_ZG
2008,-12.0,,PT,NE_EXP_GNFS_KD_ZG
2009,-3.0,,PT,NE_EXP_GNFS_KD_ZG
2010,8.0,,PT,NE_EXP_GNFS_KD_ZG
2011,24.0,,PT,NE_EXP_GNFS_KD_ZG
2012,9.0,,PT,NE_EXP_GNFS_KD_ZG
2013,19.0,,PT,NE_EXP_GNFS_KD_ZG
2014,7.0,,PT,NE_EXP_GNFS_KD_ZG
2015,6.0,,PT,NE_EXP_GNFS_KD_ZG
2016,13.0,,PT,NE_EXP_GNFS_KD_ZG
2017,42.0,,PT,NE_EXP_GNFS_KD_ZG
2018,11.0,,PT,NE_EXP_GNFS_KD_ZG
2019,20.0,,PT,NE_EXP_GNFS_KD_ZG
2020,-10.0,,PT,NE_EXP_GNFS_KD_ZG
2021,2.0,,PT,NE_EXP_GNFS_KD_ZG
2022,58.0,,PT,NE_EXP_GNFS_KD_ZG
2023,20.0,,PT,NE_EXP_GNFS_KD_ZG
2024,23.0,,PT,NE_EXP_GNFS_KD_ZG
2000,24.0,,PT,NE_IMP_GNFS_KD_ZG
2001,-5.0,,PT,NE_IMP_GNFS_KD_ZG
2002,9.0,,PT,NE_IMP_GNFS_KD_ZG
2003,-13.0,,PT,NE_IMP_GNFS_KD_ZG
2004,21.0,,PT,NE_IMP_GNFS_KD_ZG
2005,12.0,,PT,NE_IMP_GNFS_KD_ZG
2006,23.0,,PT,NE_IMP_GNFS_KD_ZG
2007,13.0,,PT,NE_IMP_GNFS_KD_ZG
2008,-3.0,,PT,NE_IMP_GNFS_KD_ZG
2009,17.0,,PT,NE_IMP_GNFS_KD_ZG
2010,2.0,,PT,NE_IMP_GNFS_KD_ZG
2011,18.0,,PT,NE_IMP_GNFS_KD_ZG
2012,19.0,,PT,NE_IMP_GNFS_KD_ZG
2013,9.0,,PT,NE_IMP_GNFS_KD_ZG
2014,15.0,,PT,NE_IMP_GNFS_KD_ZG
2015,23.0,,PT,NE_IMP_GNFS_KD_ZG
2016,8.0,,PT,NE_IMP_GNFS_KD_ZG
2017,6.0,,PT,NE_IMP_GNFS_KD_ZG
2018,8.0,,PT,NE_IMP_GNFS_KD_ZG
2019,18.0,,PT,NE_IMP_GNFS_KD_ZG
2020,-4.0,,PT,NE_IMP_GNFS_KD_ZG
2021,-12.0,,PT,NE_IMP_GNFS_KD_ZG
2022,12.0,,PT,NE_IMP_GNFS_KD_ZG
2023,26.0,,PT,NE_IMP_GNFS_KD_ZG
2024,5.0,,PT,NE_IMP_GNFS_KD_ZG
2000,8.4,,PT,NY_GDP_MKTP_KD_ZG
2001,8.5,,PT,NY_GDP_MKTP_KD_ZG
2002,13.2,,PT,NY_GDP_MKTP_KD_ZG
2003,2.2,,PT,NY_GDP_MKTP_KD_ZG
2004,7.4,,PT,NY_GDP_MKTP_KD_ZG
2005,9.4,,PT,NY_GDP_MKTP_KD_ZG
2006,9.2,,PT,NY_GDP_MKTP_KD_ZG
2007,7.6,,PT,NY_GDP_MKTP_KD_ZG
2008,11.2,,PT,NY_GDP_MKTP_KD_ZG
2009,6.2,,PT,NY_GDP_MKTP_KD_ZG
2010,7.3,,PT,NY_GDP_MKTP_KD_ZG
2011,8.0,,PT,NY_GDP_MKTP_KD_ZG
2012,8.6,,PT,NY_GDP_MKTP_KD_ZG
2013,4.7,,PT,NY_GDP_MKTP_KD_ZG
2014,5.7,,PT,NY_GDP_MKTP_KD_ZG
2015,8.9,,PT,NY_GDP_MKTP_KD_ZG
2016,5.7,,PT,NY_GDP_MKTP_KD_ZG
2017,4.7,,PT,NY_GDP_MKTP_KD_ZG
2018,8.1,,PT,NY_GDP_MKTP_KD_ZG
2019,9.3,,PT,NY_GDP_MKTP_KD_ZG
2020,-2.8,,PT,NY_GDP_MKTP_KD_ZG
2021,8.4,,PT,NY_GDP_MKTP_KD_ZG
2022,9.8,,PT,NY_GDP_MKTP_KD_ZG
2023,8.6,,PT,NY_GDP_MKTP_KD_ZG
2024,7.2,,PT,NY_GDP_MKTP_KD_ZG
2011,600.0,,PT,PA_NUS_ATLS
2012,614.0,,PT,PA_NUS_ATLS
2013,647.0,,PT,PA_NUS_ATLS
2014,682.0,,PT,PA_NUS_ATLS
2015,720.0,,PT,PA_NUS_ATLS
2016,787.0,,PT,PA_NUS_ATLS
2017,831.0,,PT,PA_NUS_ATLS
2018,861.0,,PT,PA_NUS_ATLS
2019,901.0,,PT,PA_NUS_ATLS
2020,945.0,,PT,PA_NUS_ATLS
2021,990.0,,PT,PA_NUS_ATLS
2022,1033.0,,PT,PA_NUS_ATLS
2023,1168.0,,PT,PA_NUS_ATLS
2024,1323.0,,PT,PA_NUS_ATLS
2000,31.0,,PT,TG_VAL_TOTL_GD_ZS
2001,33.0,,PT,TG_VAL_TOTL_GD_ZS
2002,31.0,,PT,TG_VAL_TOTL_GD_ZS
2003,32.0,,PT,TG_VAL_TOTL_GD_ZS
2004,37.0,,PT,TG_VAL_TOTL_GD_ZS
2005,38.0,,PT,TG_VAL_TOTL_GD_ZS
2006,34.0,,PT,TG_VAL_TOTL_GD_ZS
2007,37.0,,PT,TG_VAL_TOTL_GD_ZS
2008,38.0,,PT,TG_VAL_TOTL_GD_ZS
2009,37.0,,PT,TG_VAL_TOTL_GD_ZS
2010,38.0,,PT,TG_VAL_TOTL_GD_ZS
2011,40.0,,PT,TG_VAL_TOTL_GD_ZS
2012,41.0,,PT,TG_VAL_TOTL_GD_ZS
2013,44.0,,PT,TG_VAL_TOTL_GD_ZS
2014,44.0,,PT,TG_VAL_TOTL_GD_ZS
2015,45.0,,PT,TG_VAL_TOTL_GD_ZS
2016,50.0,,PT,TG_VAL_TOTL_GD_ZS
2017,54.0,,PT,TG_VAL_TOTL_GD_ZS
2018,48.0,,PT,TG_VAL_TOTL_GD_ZS
2019,49.0,,PT,TG_VAL_TOTL_GD_ZS
2020,45.0,,PT,TG_VAL_TOTL_GD_ZS
2021,60.0,,PT,TG_VAL_TOTL_GD_ZS
2022,61.0,,PT,TG_VAL_TOTL_GD_ZS
2023,67.0,,PT,TG_VAL_TOTL_GD_ZS
2024,71.0,,PT,TG_VAL_TOTL_GD_ZS
